NAME,state,county,Estimate!!Total!!Income in the past 12 months below poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months below poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months below poverty level!!85 years and over,Estimate!!Total!!Income in the past 12 months below poverty level,Estimate!!Total,Estimate!!Total!!Income in the past 12 months below poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months below poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months below poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months below poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level,Estimate!!Total!!Income in the past 12 months at or above poverty level!!6 to 11 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!Under 6 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!18 to 59 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!12 to 17 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!75 to 84 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!60 to 74 years,Estimate!!Total!!Income in the past 12 months at or above poverty level!!85 years and over
"Mississippi County, Missouri",29,133,52.0,330.0,27.0,2996.0,11978.0,466.0,304.0,1577.0,240.0,8982.0,759.0,401.0,4640.0,776.0,595.0,1624.0,187.0
"Monroe County, Missouri",29,137,50.0,117.0,15.0,1201.0,8528.0,167.0,145.0,590.0,117.0,7327.0,438.0,380.0,3507.0,654.0,577.0,1625.0,146.0
"Newton County, Missouri",29,145,309.0,654.0,84.0,7924.0,57174.0,760.0,1032.0,4328.0,757.0,49250.0,3769.0,3218.0,25482.0,4436.0,2867.0,8741.0,737.0
"Ozark County, Missouri",29,153,80.0,345.0,11.0,2384.0,9074.0,368.0,135.0,1275.0,170.0,6690.0,391.0,278.0,2960.0,366.0,775.0,1781.0,139.0
"Pike County, Missouri",29,163,50.0,315.0,23.0,2256.0,16129.0,206.0,330.0,1077.0,255.0,13873.0,936.0,1014.0,7039.0,1199.0,905.0,2528.0,252.0
"St. Charles County, Missouri",29,183,781.0,2368.0,267.0,21444.0,381682.0,2473.0,2247.0,10952.0,2356.0,360238.0,29157.0,25958.0,201874.0,29479.0,15277.0,53128.0,5365.0
"Custer County, Montana",30,017,85.0,129.0,43.0,1113.0,11371.0,100.0,72.0,622.0,62.0,10258.0,738.0,755.0,5358.0,711.0,549.0,1917.0,230.0
"Hill County, Montana",30,041,66.0,206.0,11.0,3098.0,15989.0,270.0,480.0,1733.0,332.0,12891.0,1185.0,1100.0,6533.0,1086.0,647.0,2131.0,209.0
"Powder River County, Montana",30,075,10.0,30.0,11.0,164.0,1576.0,5.0,4.0,96.0,8.0,1412.0,56.0,78.0,702.0,87.0,90.0,376.0,23.0
"Park County, Montana",30,067,41.0,444.0,17.0,2007.0,16073.0,123.0,132.0,1117.0,133.0,14066.0,823.0,772.0,7197.0,950.0,865.0,3109.0,350.0
"Roosevelt County, Montana",30,085,31.0,177.0,2.0,3087.0,10913.0,451.0,550.0,1563.0,313.0,7826.0,884.0,659.0,4041.0,739.0,291.0,1146.0,66.0
"Blaine County, Montana",30,005,53.0,101.0,15.0,1961.0,6616.0,303.0,308.0,908.0,273.0,4655.0,378.0,388.0,2436.0,354.0,166.0,818.0,115.0
"Liberty County, Montana",30,051,4.0,34.0,20.0,322.0,2258.0,29.0,59.0,165.0,11.0,1936.0,134.0,96.0,816.0,165.0,157.0,471.0,97.0
"Richland County, Montana",30,083,12.0,142.0,50.0,609.0,11311.0,12.0,56.0,331.0,6.0,10702.0,836.0,859.0,5784.0,929.0,343.0,1747.0,204.0
"Teton County, Montana",30,099,25.0,76.0,22.0,797.0,6000.0,133.0,65.0,384.0,92.0,5203.0,417.0,411.0,2457.0,318.0,411.0,1042.0,147.0
"Toole County, Montana",30,101,13.0,79.0,19.0,645.0,4290.0,93.0,32.0,364.0,45.0,3645.0,229.0,248.0,1857.0,276.0,194.0,731.0,110.0
"Fallon County, Montana",30,025,19.0,46.0,0.0,266.0,2736.0,21.0,47.0,121.0,12.0,2470.0,259.0,138.0,1242.0,170.0,139.0,486.0,36.0
"Daniels County, Montana",30,019,3.0,9.0,8.0,72.0,1728.0,0.0,0.0,42.0,10.0,1656.0,102.0,119.0,761.0,133.0,178.0,277.0,86.0
"Judith Basin County, Montana",30,045,14.0,73.0,8.0,268.0,1951.0,15.0,13.0,132.0,13.0,1683.0,65.0,100.0,856.0,145.0,110.0,388.0,19.0
"Silver Bow County, Montana",30,093,212.0,786.0,26.0,6464.0,33865.0,527.0,849.0,3885.0,179.0,27401.0,1846.0,1604.0,14500.0,1830.0,1707.0,5370.0,544.0
"Deer Lodge County, Montana",30,023,17.0,390.0,23.0,1634.0,8503.0,77.0,102.0,881.0,144.0,6869.0,348.0,249.0,3466.0,443.0,563.0,1591.0,209.0
"Jefferson County, Montana",30,043,47.0,123.0,29.0,1018.0,11619.0,32.0,126.0,594.0,67.0,10601.0,790.0,427.0,5049.0,990.0,486.0,2717.0,142.0
"McCone County, Montana",30,055,45.0,19.0,0.0,124.0,1603.0,5.0,0.0,48.0,7.0,1479.0,142.0,82.0,723.0,87.0,82.0,295.0,68.0
"Wheatland County, Montana",30,107,7.0,31.0,10.0,365.0,2116.0,61.0,70.0,148.0,38.0,1751.0,133.0,115.0,889.0,105.0,96.0,378.0,35.0
"Rosebud County, Montana",30,087,54.0,269.0,12.0,1707.0,9112.0,187.0,229.0,773.0,183.0,7405.0,673.0,521.0,3755.0,852.0,288.0,1215.0,101.0
"Carter County, Montana",30,011,12.0,30.0,7.0,173.0,1296.0,36.0,16.0,70.0,2.0,1123.0,71.0,69.0,549.0,63.0,124.0,204.0,43.0
"Dawson County, Montana",30,021,53.0,103.0,6.0,830.0,8640.0,58.0,36.0,493.0,81.0,7810.0,498.0,659.0,4046.0,491.0,520.0,1500.0,96.0
"Broadwater County, Montana",30,007,33.0,68.0,19.0,400.0,5791.0,24.0,11.0,209.0,36.0,5391.0,283.0,305.0,2556.0,489.0,386.0,1298.0,74.0
"Lake County, Montana",30,047,189.0,524.0,110.0,6184.0,29320.0,774.0,728.0,3253.0,606.0,23136.0,1471.0,1603.0,10749.0,1724.0,1709.0,5477.0,403.0
"Pondera County, Montana",30,073,40.0,52.0,3.0,1186.0,5943.0,166.0,197.0,616.0,112.0,4757.0,357.0,315.0,2229.0,346.0,293.0,1036.0,181.0
"Yellowstone County, Montana",30,111,487.0,1905.0,325.0,15259.0,153945.0,1454.0,1673.0,8480.0,935.0,138686.0,11334.0,10060.0,74713.0,10525.0,6603.0,22633.0,2818.0
"Ravalli County, Montana",30,081,312.0,1043.0,73.0,5924.0,41555.0,724.0,524.0,2672.0,576.0,35631.0,1792.0,1719.0,16876.0,2751.0,2615.0,9028.0,850.0
"Valley County, Montana",30,105,75.0,84.0,20.0,670.0,7399.0,56.0,45.0,347.0,43.0,6729.0,497.0,451.0,3247.0,524.0,482.0,1361.0,167.0
"Fergus County, Montana",30,027,122.0,149.0,81.0,1534.0,11082.0,94.0,173.0,740.0,175.0,9548.0,601.0,615.0,4823.0,621.0,638.0,1994.0,256.0
"Mineral County, Montana",30,061,17.0,103.0,0.0,705.0,4153.0,75.0,46.0,357.0,107.0,3448.0,167.0,182.0,1494.0,178.0,335.0,1014.0,78.0
"Petroleum County, Montana",30,069,0.0,18.0,0.0,35.0,419.0,3.0,3.0,11.0,0.0,384.0,7.0,28.0,208.0,32.0,44.0,55.0,10.0
"Sanders County, Montana",30,089,114.0,365.0,18.0,2210.0,11335.0,210.0,211.0,1133.0,159.0,9125.0,437.0,400.0,3812.0,548.0,911.0,2848.0,169.0
"Flathead County, Montana",30,029,386.0,1550.0,130.0,11368.0,96940.0,1092.0,1103.0,5966.0,1141.0,85572.0,5801.0,5668.0,43833.0,6464.0,4645.0,17807.0,1354.0
"Wibaux County, Montana",30,109,0.0,17.0,14.0,180.0,1139.0,5.0,72.0,66.0,6.0,959.0,81.0,58.0,455.0,104.0,44.0,183.0,34.0
"Meagher County, Montana",30,059,26.0,7.0,15.0,292.0,1942.0,21.0,31.0,175.0,17.0,1650.0,89.0,130.0,821.0,105.0,87.0,358.0,60.0
"Carbon County, Montana",30,009,29.0,242.0,42.0,1061.0,10458.0,75.0,54.0,463.0,156.0,9397.0,590.0,414.0,4586.0,614.0,578.0,2353.0,262.0
"Phillips County, Montana",30,071,35.0,52.0,2.0,603.0,4058.0,56.0,69.0,364.0,25.0,3455.0,240.0,303.0,1565.0,252.0,280.0,746.0,69.0
"Adams County, Nebraska",31,001,119.0,227.0,144.0,3900.0,29904.0,435.0,366.0,2149.0,460.0,26004.0,2186.0,1973.0,12866.0,1932.0,1443.0,5015.0,589.0
"Lancaster County, Nebraska",31,109,683.0,2005.0,497.0,38952.0,296676.0,3412.0,3979.0,25667.0,2709.0,257724.0,19985.0,20027.0,144684.0,19978.0,10308.0,38223.0,4519.0
"Boone County, Nebraska",31,011,37.0,29.0,17.0,316.0,5207.0,17.0,18.0,155.0,43.0,4891.0,408.0,439.0,2287.0,310.0,327.0,966.0,154.0
"Rock County, Nebraska",31,149,4.0,7.0,9.0,96.0,1290.0,6.0,11.0,59.0,0.0,1194.0,67.0,79.0,540.0,63.0,83.0,305.0,57.0
"Banner County, Nebraska",31,007,0.0,2.0,0.0,67.0,694.0,6.0,5.0,47.0,7.0,627.0,30.0,49.0,300.0,55.0,25.0,155.0,13.0
"Sherman County, Nebraska",31,163,57.0,41.0,6.0,339.0,2973.0,33.0,25.0,140.0,37.0,2634.0,175.0,165.0,1237.0,180.0,227.0,595.0,55.0
"Richardson County, Nebraska",31,147,42.0,105.0,99.0,1036.0,7836.0,145.0,171.0,418.0,56.0,6800.0,464.0,309.0,3237.0,520.0,526.0,1549.0,195.0
"Howard County, Nebraska",31,093,57.0,103.0,35.0,672.0,6392.0,45.0,25.0,275.0,132.0,5720.0,461.0,446.0,2774.0,420.0,385.0,1090.0,144.0
"Holt County, Nebraska",31,089,26.0,92.0,71.0,849.0,10067.0,78.0,62.0,462.0,58.0,9218.0,841.0,686.0,4296.0,739.0,546.0,1815.0,295.0
"Furnas County, Nebraska",31,065,49.0,37.0,43.0,507.0,4669.0,57.0,17.0,267.0,37.0,4162.0,316.0,282.0,1911.0,320.0,248.0,953.0,132.0
"Gosper County, Nebraska",31,073,4.0,21.0,6.0,101.0,1977.0,15.0,0.0,51.0,4.0,1876.0,164.0,67.0,893.0,136.0,158.0,428.0,30.0
"Saline County, Nebraska",31,151,85.0,32.0,88.0,1798.0,13277.0,114.0,369.0,1030.0,80.0,11479.0,1198.0,724.0,5921.0,1088.0,491.0,1867.0,190.0
"Sarpy County, Nebraska",31,153,296.0,1044.0,76.0,9521.0,176379.0,877.0,1091.0,5114.0,1023.0,166858.0,16524.0,14612.0,94784.0,14507.0,5049.0,19703.0,1679.0
"Thurston County, Nebraska",31,173,47.0,100.0,24.0,1992.0,7042.0,362.0,338.0,855.0,266.0,5050.0,515.0,476.0,2490.0,543.0,196.0,737.0,93.0
"Washington County, Nebraska",31,177,100.0,99.0,64.0,1611.0,19879.0,152.0,74.0,927.0,195.0,18268.0,1481.0,1335.0,9517.0,1662.0,843.0,3143.0,287.0
"Boyd County, Nebraska",31,015,39.0,46.0,32.0,213.0,2003.0,12.0,8.0,66.0,10.0,1790.0,130.0,106.0,785.0,177.0,115.0,426.0,51.0
"Cherry County, Nebraska",31,031,87.0,119.0,0.0,597.0,5707.0,19.0,38.0,287.0,47.0,5110.0,375.0,418.0,2557.0,324.0,364.0,933.0,139.0
"Dodge County, Nebraska",31,053,191.0,365.0,74.0,4862.0,35592.0,609.0,672.0,2444.0,507.0,30730.0,2098.0,2214.0,15706.0,2499.0,2023.0,5547.0,643.0
"Fillmore County, Nebraska",31,059,46.0,77.0,22.0,533.0,5341.0,59.0,33.0,267.0,29.0,4808.0,355.0,258.0,2456.0,301.0,314.0,980.0,144.0
"Garden County, Nebraska",31,069,17.0,12.0,3.0,165.0,1820.0,13.0,15.0,100.0,5.0,1655.0,120.0,70.0,765.0,151.0,140.0,379.0,30.0
"Hooker County, Nebraska",31,091,6.0,11.0,12.0,112.0,657.0,0.0,0.0,66.0,17.0,545.0,36.0,29.0,232.0,21.0,73.0,131.0,23.0
"Morrill County, Nebraska",31,123,29.0,71.0,20.0,408.0,4667.0,59.0,34.0,181.0,14.0,4259.0,378.0,291.0,2108.0,347.0,264.0,770.0,101.0
"Nemaha County, Nebraska",31,127,29.0,98.0,6.0,801.0,6481.0,45.0,113.0,465.0,45.0,5680.0,415.0,354.0,2735.0,496.0,370.0,1130.0,180.0
"Seward County, Nebraska",31,159,38.0,77.0,37.0,1176.0,15655.0,139.0,98.0,731.0,56.0,14479.0,1256.0,1102.0,7303.0,1269.0,816.0,2478.0,255.0
"Thomas County, Nebraska",31,171,17.0,9.0,0.0,69.0,645.0,0.0,5.0,27.0,11.0,576.0,39.0,39.0,279.0,36.0,30.0,151.0,2.0
"Dakota County, Nebraska",31,043,73.0,142.0,31.0,3312.0,20006.0,403.0,688.0,1667.0,308.0,16694.0,1457.0,1394.0,8957.0,1521.0,625.0,2497.0,243.0
"Webster County, Nebraska",31,181,21.0,58.0,11.0,383.0,3470.0,29.0,40.0,186.0,38.0,3087.0,301.0,149.0,1476.0,241.0,223.0,611.0,86.0
"Antelope County, Nebraska",31,003,35.0,65.0,72.0,790.0,6284.0,78.0,106.0,352.0,82.0,5494.0,404.0,365.0,2517.0,457.0,421.0,1175.0,155.0
"Butler County, Nebraska",31,023,37.0,69.0,53.0,590.0,7887.0,54.0,60.0,258.0,59.0,7297.0,528.0,536.0,3694.0,654.0,397.0,1290.0,198.0
"Clay County, Nebraska",31,035,39.0,52.0,40.0,699.0,6129.0,98.0,114.0,302.0,54.0,5430.0,457.0,370.0,2761.0,423.0,291.0,1024.0,104.0
"Custer County, Nebraska",31,041,123.0,79.0,75.0,1189.0,10570.0,175.0,104.0,533.0,100.0,9381.0,618.0,633.0,4629.0,784.0,667.0,1860.0,190.0
"Gage County, Nebraska",31,067,136.0,298.0,115.0,2079.0,21141.0,231.0,203.0,953.0,143.0,19062.0,1355.0,1251.0,9818.0,1473.0,1260.0,3391.0,514.0
"Hamilton County, Nebraska",31,081,29.0,19.0,22.0,443.0,9004.0,49.0,39.0,226.0,59.0,8561.0,669.0,575.0,4232.0,779.0,512.0,1633.0,161.0
"Kearney County, Nebraska",31,099,30.0,26.0,56.0,682.0,6460.0,65.0,91.0,299.0,115.0,5778.0,504.0,407.0,2930.0,418.0,277.0,1046.0,196.0
"Keith County, Nebraska",31,101,82.0,143.0,65.0,940.0,8017.0,117.0,70.0,380.0,83.0,7077.0,541.0,351.0,3378.0,444.0,633.0,1603.0,127.0
"Madison County, Nebraska",31,119,103.0,512.0,152.0,5393.0,34101.0,492.0,889.0,2821.0,424.0,28708.0,2253.0,2169.0,15692.0,2421.0,1395.0,4251.0,527.0
"Perkins County, Nebraska",31,135,10.0,10.0,13.0,159.0,2871.0,28.0,6.0,63.0,29.0,2712.0,245.0,229.0,1238.0,178.0,161.0,558.0,103.0
"Saunders County, Nebraska",31,155,94.0,110.0,96.0,1752.0,20757.0,247.0,264.0,783.0,158.0,19005.0,1630.0,1377.0,9709.0,1552.0,1001.0,3400.0,336.0
"Wayne County, Nebraska",31,179,76.0,82.0,5.0,1150.0,8126.0,36.0,55.0,864.0,32.0,6976.0,633.0,496.0,3469.0,576.0,454.0,1196.0,152.0
"Keya Paha County, Nebraska",31,103,6.0,8.0,1.0,48.0,792.0,6.0,12.0,15.0,0.0,744.0,44.0,46.0,376.0,70.0,59.0,127.0,22.0
"Knox County, Nebraska",31,107,82.0,97.0,29.0,899.0,8238.0,112.0,88.0,379.0,112.0,7339.0,563.0,526.0,3338.0,617.0,557.0,1511.0,227.0
"Lincoln County, Nebraska",31,111,278.0,498.0,85.0,4198.0,34471.0,347.0,488.0,2138.0,364.0,30273.0,2606.0,1969.0,15434.0,2460.0,1737.0,5396.0,671.0
"Pierce County, Nebraska",31,139,60.0,52.0,31.0,507.0,6987.0,27.0,37.0,231.0,69.0,6480.0,537.0,525.0,3323.0,543.0,334.0,1096.0,122.0
"Sioux County, Nebraska",31,165,5.0,38.0,9.0,135.0,1266.0,20.0,12.0,47.0,4.0,1131.0,64.0,129.0,543.0,34.0,103.0,229.0,29.0
"Cass County, Nebraska",31,025,61.0,258.0,34.0,1623.0,25240.0,165.0,134.0,849.0,122.0,23617.0,1725.0,1888.0,12380.0,2066.0,1124.0,4092.0,342.0
"Dixon County, Nebraska",31,051,35.0,39.0,25.0,707.0,5660.0,99.0,129.0,335.0,45.0,4953.0,412.0,334.0,2402.0,425.0,277.0,1003.0,100.0
"Dundy County, Nebraska",31,057,6.0,26.0,11.0,203.0,1979.0,41.0,26.0,83.0,10.0,1776.0,189.0,124.0,854.0,150.0,66.0,324.0,69.0
"Greeley County, Nebraska",31,077,13.0,32.0,19.0,226.0,2373.0,22.0,33.0,89.0,18.0,2147.0,159.0,165.0,959.0,164.0,182.0,426.0,92.0
"Hall County, Nebraska",31,079,280.0,485.0,142.0,7810.0,60118.0,844.0,1401.0,3742.0,916.0,52308.0,4700.0,4119.0,28476.0,4316.0,2117.0,7542.0,1038.0
"Otoe County, Nebraska",31,131,69.0,158.0,100.0,1740.0,15562.0,194.0,316.0,672.0,231.0,13822.0,940.0,958.0,7148.0,1082.0,845.0,2516.0,333.0
"Red Willow County, Nebraska",31,145,17.0,76.0,33.0,1011.0,10385.0,95.0,180.0,515.0,95.0,9374.0,730.0,519.0,4648.0,832.0,732.0,1656.0,257.0
"Dawes County, Nebraska",31,045,16.0,66.0,54.0,1124.0,7822.0,78.0,126.0,722.0,62.0,6698.0,356.0,490.0,3489.0,436.0,514.0,1226.0,187.0
"Cheyenne County, Nebraska",31,033,52.0,174.0,31.0,974.0,9733.0,133.0,111.0,436.0,37.0,8759.0,684.0,682.0,4596.0,693.0,451.0,1401.0,252.0
"Dawson County, Nebraska",31,047,51.0,298.0,49.0,3078.0,23426.0,466.0,528.0,1446.0,240.0,20348.0,1598.0,1750.0,10775.0,1853.0,1033.0,2930.0,409.0
"Valley County, Nebraska",31,175,30.0,49.0,29.0,438.0,4137.0,19.0,26.0,261.0,24.0,3699.0,284.0,288.0,1652.0,293.0,298.0,787.0,97.0
"McPherson County, Nebraska",31,117,13.0,4.0,0.0,77.0,454.0,18.0,3.0,27.0,12.0,377.0,16.0,30.0,183.0,25.0,26.0,78.0,19.0
"Nance County, Nebraska",31,125,21.0,33.0,11.0,390.0,3447.0,33.0,36.0,248.0,8.0,3057.0,303.0,175.0,1480.0,247.0,190.0,572.0,90.0
"Stanton County, Nebraska",31,167,9.0,91.0,48.0,525.0,5939.0,25.0,68.0,258.0,26.0,5414.0,512.0,395.0,2782.0,492.0,275.0,873.0,85.0
"Harlan County, Nebraska",31,083,10.0,48.0,4.0,381.0,3387.0,72.0,21.0,195.0,31.0,3006.0,163.0,235.0,1316.0,253.0,235.0,693.0,111.0
"Blaine County, Nebraska",31,009,0.0,5.0,0.0,60.0,480.0,6.0,12.0,34.0,3.0,420.0,21.0,22.0,172.0,41.0,41.0,107.0,16.0
"Buffalo County, Nebraska",31,019,184.0,386.0,106.0,6554.0,46567.0,541.0,765.0,4255.0,317.0,40013.0,3166.0,3251.0,21928.0,3124.0,1688.0,6146.0,710.0
"Deuel County, Nebraska",31,049,11.0,13.0,4.0,188.0,1850.0,14.0,12.0,108.0,26.0,1662.0,118.0,123.0,797.0,68.0,149.0,344.0,63.0
"Hitchcock County, Nebraska",31,087,31.0,76.0,2.0,352.0,2780.0,55.0,10.0,159.0,19.0,2428.0,178.0,172.0,1121.0,184.0,213.0,491.0,69.0
"Platte County, Nebraska",31,141,187.0,197.0,75.0,2688.0,32561.0,377.0,324.0,1285.0,243.0,29873.0,2384.0,2440.0,14976.0,2700.0,1632.0,5163.0,578.0
"Thayer County, Nebraska",31,169,13.0,90.0,27.0,416.0,4929.0,42.0,32.0,166.0,46.0,4513.0,329.0,325.0,2029.0,337.0,344.0,973.0,176.0
"Box Butte County, Nebraska",31,013,56.0,133.0,56.0,1291.0,10878.0,123.0,251.0,577.0,95.0,9587.0,844.0,592.0,4726.0,878.0,439.0,1929.0,179.0
"Churchill County, Nevada",32,001,124.0,465.0,81.0,3006.0,23483.0,362.0,84.0,1646.0,244.0,20477.0,1580.0,1780.0,10487.0,1365.0,1169.0,3793.0,303.0
"Douglas County, Nevada",32,005,233.0,758.0,96.0,4434.0,47526.0,344.0,444.0,2257.0,302.0,43092.0,2624.0,1804.0,20069.0,2691.0,3682.0,11335.0,887.0
"Pershing County, Nevada",32,027,53.0,163.0,12.0,711.0,4701.0,91.0,86.0,214.0,92.0,3990.0,252.0,289.0,2036.0,272.0,226.0,876.0,39.0
"Esmeralda County, Nevada",32,009,8.0,25.0,0.0,70.0,976.0,19.0,0.0,18.0,0.0,906.0,95.0,43.0,416.0,39.0,46.0,233.0,34.0
"Humboldt County, Nevada",32,013,41.0,299.0,34.0,1924.0,16694.0,235.0,209.0,911.0,195.0,14770.0,1278.0,1210.0,7891.0,1516.0,587.0,2211.0,77.0
"Mineral County, Nevada",32,021,53.0,181.0,7.0,1033.0,4376.0,112.0,147.0,477.0,56.0,3343.0,154.0,173.0,1684.0,113.0,296.0,861.0,62.0
"White Pine County, Nevada",32,033,40.0,133.0,20.0,898.0,8265.0,95.0,93.0,408.0,109.0,7367.0,525.0,525.0,3660.0,643.0,484.0,1396.0,134.0
"Elko County, Nevada",32,007,128.0,453.0,53.0,6124.0,51417.0,670.0,1041.0,3068.0,711.0,45293.0,4191.0,3583.0,25881.0,4068.0,1389.0,5860.0,321.0
"Lincoln County, Nevada",32,017,0.0,73.0,0.0,313.0,4632.0,38.0,59.0,127.0,16.0,4319.0,140.0,247.0,2115.0,332.0,397.0,1010.0,78.0
"Nye County, Nevada",32,023,328.0,1408.0,191.0,6967.0,43113.0,697.0,543.0,3434.0,366.0,36146.0,1856.0,1733.0,15881.0,2131.0,3529.0,10177.0,839.0
"Storey County, Nevada",32,029,9.0,25.0,0.0,312.0,3927.0,21.0,23.0,182.0,52.0,3615.0,144.0,243.0,1716.0,114.0,357.0,1010.0,31.0
"Washoe County, Nevada",32,031,1390.0,6172.0,679.0,54171.0,445117.0,5129.0,5686.0,30855.0,4260.0,390946.0,28967.0,25852.0,217513.0,28098.0,17061.0,67616.0,5839.0
"Clark County, Nevada",32,003,7687.0,30434.0,2635.0,299169.0,2114421.0,33846.0,35564.0,158425.0,30578.0,1815252.0,134012.0,125162.0,1041725.0,136572.0,78469.0,275735.0,23577.0
"Carson City, Nevada",32,510,292.0,784.0,167.0,7148.0,52340.0,847.0,769.0,3565.0,724.0,45192.0,2956.0,2638.0,23841.0,3174.0,2453.0,8915.0,1215.0
"Lyon County, Nevada",32,019,276.0,954.0,44.0,6159.0,52888.0,614.0,615.0,3281.0,375.0,46729.0,3421.0,3105.0,23294.0,3316.0,2892.0,10085.0,616.0
"Cheshire County, New Hampshire",33,005,298.0,741.0,102.0,7105.0,71648.0,507.0,612.0,4290.0,555.0,64543.0,4081.0,3613.0,34289.0,4127.0,3540.0,13355.0,1538.0
"Merrimack County, New Hampshire",33,013,252.0,1548.0,112.0,10317.0,142703.0,775.0,986.0,5960.0,684.0,132386.0,8744.0,7678.0,73393.0,9669.0,6332.0,23540.0,3030.0
"Grafton County, New Hampshire",33,009,488.0,799.0,143.0,8250.0,83167.0,686.0,618.0,4684.0,832.0,74917.0,4301.0,3760.0,40411.0,4362.0,4259.0,16023.0,1801.0
"Rockingham County, New Hampshire",33,015,690.0,2169.0,398.0,14207.0,302646.0,1136.0,1153.0,7087.0,1574.0,288439.0,19387.0,15522.0,163865.0,21618.0,12958.0,50254.0,4835.0
"Belknap County, New Hampshire",33,001,218.0,575.0,173.0,5169.0,59706.0,602.0,671.0,2652.0,278.0,54537.0,3413.0,2560.0,28705.0,3776.0,2914.0,12018.0,1151.0
"Sullivan County, New Hampshire",33,019,114.0,509.0,24.0,4569.0,42392.0,460.0,469.0,2683.0,310.0,37823.0,2389.0,1931.0,19849.0,2617.0,2230.0,7988.0,819.0
"Hillsborough County, New Hampshire",33,011,1093.0,3105.0,586.0,32560.0,402633.0,3232.0,2902.0,19015.0,2627.0,370073.0,25138.0,23115.0,213702.0,27895.0,14803.0,59281.0,6139.0
"Strafford County, New Hampshire",33,017,386.0,985.0,114.0,11869.0,118964.0,637.0,1207.0,7767.0,773.0,107095.0,7349.0,6384.0,61643.0,7498.0,4734.0,17652.0,1835.0
"Coos County, New Hampshire",33,007,192.0,463.0,123.0,3774.0,29599.0,326.0,216.0,2111.0,343.0,25825.0,1404.0,1210.0,13053.0,1574.0,1677.0,6213.0,694.0
"Carroll County, New Hampshire",33,003,193.0,747.0,127.0,4532.0,47206.0,370.0,330.0,2447.0,318.0,42674.0,2163.0,1886.0,20604.0,2536.0,2981.0,11226.0,1278.0
"Monmouth County, New Jersey",34,025,1900.0,5572.0,1411.0,45873.0,617480.0,4650.0,4295.0,23485.0,4560.0,571607.0,40980.0,33672.0,315923.0,46001.0,26880.0,95730.0,12421.0
"Sussex County, New Jersey",34,037,283.0,1019.0,138.0,7191.0,140897.0,518.0,460.0,4039.0,734.0,133706.0,9021.0,7494.0,75230.0,10593.0,5715.0,23687.0,1966.0
"Cumberland County, New Jersey",34,011,600.0,2218.0,344.0,24830.0,141164.0,3748.0,2674.0,12252.0,2994.0,116334.0,8733.0,8888.0,64069.0,8611.0,5674.0,18255.0,2104.0
"Essex County, New Jersey",34,013,3858.0,13393.0,1527.0,127250.0,774125.0,13900.0,15614.0,65550.0,13408.0,646875.0,48514.0,46462.0,376830.0,48629.0,24820.0,89329.0,12291.0
"Ocean County, New Jersey",34,029,2764.0,7172.0,1420.0,62837.0,584619.0,7946.0,10377.0,26595.0,6563.0,521782.0,37643.0,37223.0,252740.0,38929.0,38540.0,99579.0,17128.0
"Gloucester County, New Jersey",34,015,649.0,2468.0,424.0,21275.0,286910.0,1991.0,1790.0,11919.0,2034.0,265635.0,20093.0,17115.0,148852.0,21318.0,11037.0,42453.0,4767.0
"Salem County, New Jersey",34,033,210.0,885.0,173.0,8067.0,62032.0,1086.0,1082.0,3814.0,817.0,53965.0,3843.0,2993.0,29375.0,3725.0,2762.0,10002.0,1265.0
"Passaic County, New Jersey",34,031,2298.0,8377.0,1061.0,82823.0,496327.0,9900.0,11612.0,40179.0,9396.0,413504.0,28699.0,29409.0,238301.0,30841.0,18011.0,60539.0,7704.0
"Camden County, New Jersey",34,007,2448.0,6686.0,983.0,62871.0,500400.0,6942.0,7289.0,32059.0,6464.0,437529.0,31629.0,29542.0,248975.0,33077.0,19519.0,66771.0,8016.0
"Bergen County, New Jersey",34,003,4432.0,8661.0,2330.0,64674.0,919555.0,5217.0,4830.0,33400.0,5804.0,854881.0,61162.0,55469.0,477701.0,65623.0,40796.0,133726.0,20404.0
"Warren County, New Jersey",34,041,399.0,947.0,217.0,8147.0,104650.0,859.0,584.0,4224.0,917.0,96503.0,6165.0,5328.0,54146.0,7608.0,4535.0,16564.0,2157.0
"Hudson County, New Jersey",34,017,4200.0,10991.0,1786.0,107718.0,660845.0,10983.0,11297.0,57843.0,10618.0,553127.0,31480.0,42732.0,357710.0,29055.0,18575.0,66647.0,6928.0
"Burlington County, New Jersey",34,005,1170.0,3185.0,517.0,28151.0,434384.0,2786.0,2802.0,14906.0,2785.0,406233.0,28691.0,25361.0,228393.0,30664.0,20118.0,64698.0,8308.0
"Morris County, New Jersey",34,027,1574.0,3193.0,781.0,22607.0,486906.0,1481.0,1422.0,11881.0,2275.0,464299.0,34281.0,28232.0,258367.0,38560.0,21678.0,73078.0,10103.0
